Nome,Link
"Lévesque, Jacques-Henry",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=21199
"Levesque, Pierre Charles",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=4697
"Levey, Milton",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=33702
"Levi, Josef",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=19995
"Levi, Julian",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=33703
"Levin, Allen",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=19842
"Levin, Morton D.",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=33704
"Levine, Jack",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=6282
"Levine, Jill",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=20475
"Levine, Sherrie",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=20082
"Levine, Tom",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=24347
"Levinson, Mon",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=1483
"Levinstein, Leon",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=24671
"Levinthal, David",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=29793
"Levit, Herschel",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=33705
"Levitt, Helen",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=16230
"Levone, Albert",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=7767
"Levrac-Tournieres, Robert",https://web.archive.org/web/20121010212837/http://www.nga.gov/cgi-bin/tsearch?artistid=6786
"Levy, Beatrice S.",https://web.archive.org/web/20121010212753/http://www.nga.gov/cgi-bin/tsearch?artistid=4699
"Levy, E.",https://web.archive.org/web/20121010212753/http://www.nga.gov/cgi-bin/tsearch?artistid=23810
"Lévy, E.",https://web.archive.org/web/20121010212753/http://www.nga.gov/cgi-bin/tsearch?artistid=23810
"Levy, Edgar W.",https://web.archive.org/web/20121010212753/http://www.nga.gov/cgi-bin/tsearch?artistid=33706
"Levy, Emile",https://web.archive.org/web/20121010212753/http://www.nga.gov/cgi-bin/tsearch?artistid=6800
"Levy, Julien",https://web.archive.org/web/20121010212753/http://www.nga.gov/cgi-bin/tsearch?artistid=10409
"Levy-Dhurmer, Lucien",https://web.archive.org/web/20121010212753/http://www.nga.gov/cgi-bin/tsearch?artistid=23107
"Lewandowski, Edmund D.",https://web.archive.org/web/20121010212753/http://www.nga.gov/cgi-bin/tsearch?artistid=33707
"Lewandowski, Joe",https://web.archive.org/web/20121010212753/http://www.nga.gov/cgi-bin/tsearch?artistid=26033
"Lewin, Ruth L.",https://web.archive.org/web/20121010212753/http://www.nga.gov/cgi-bin/tsearch?artistid=33708
